location,bedrooms,bathrooms,price,site
Kilimani,2,2,200000,Property24
Parklands,2,2,250000,Property24
Kitisuru,2,2,37500,Property24
Kileleshwa,3,3,130000,Property24
Lavington,3,3,130000,Property24
Kileleshwa,3,3,75000,Property24
Kileleshwa,4,4,150000,Property24
Lavington,2,2,85000,Property24
Kitisuru,3,2,90000,Property24
Lavington,3,3,75000,Property24
Spring Valley,4,5,4000,Property24
Riverside,3,3,150000,Property24
Kilimani,6,6,200000,Property24
Westlands,1,2,140000,Property24
South B,1,1,25000,Property24
Westlands,2,2,150000,Property24
Lavington,3,4,120000,Property24
Lavington,2,2,250000,Property24
Westlands,2,2,60000,Property24
Kileleshwa,3,3,140000,Property24
Lavington,3,3,120000,Property24
Kilimani,2,2,65000,Property24
Westlands,2,2,150000,Property24
Kileleshwa,3,3,130000,Property24
Kileleshwa,4,4,150000,Property24
Lavington,4,5,150000,Property24
Lavington,3,3,110000,Property24
Westlands,3,3,180000,Property24
Kileleshwa,4,4,140000,Property24
Parklands,3,3,119500,Property24
Kileleshwa,3,2,80000,Property24
Kilimani,3,3,80000,Property24
Kilimani,2,2,250000,Property24
Lavington,3,3,100000,Property24
Lavington,3,2,95000,Property24
Riruta,2,2,45000,Property24
Ruaka,1,1,23000,Property24
Lavington,3,3,140000,Property24
Westlands,3,3,160000,Property24
Rosslyn,3,4,180000,Property24
Lavington,3,3,90000,Property24
Westlands,3,3,130000,Property24
Kileleshwa,4,4,220000,Property24
Lavington,3,3,85000,Property24
Westlands,2,3,180000,Property24
Westlands,2,2,95000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,3,3,110000,Property24
Westlands,4,3,120000,Property24
Kilimani,4,4,110000,Property24
Kileleshwa,3,3,100000,Property24
Lavington,2,3,140000,Property24
Kitisuru,4,4,90000,Property24
Westlands,2,2,75000,Property24
Riverside,2,2,125000,Property24
Ngong Rd,3,1,55000,Property24
Kilimani,2,2,80000,Property24
Kitisuru,2,2,75000,Property24
Lavington,2,2,75000,Property24
Kileleshwa,2,2,70000,Property24
Spring Valley,2,2,250000,Property24
Kileleshwa,2,2,100000,Property24
Kilimani,2,4,80000,Property24
Kilimani,3,3,85000,Property24
Kileleshwa,1,3,40000,Property24
Mountain View,2,2,45000,Property24
Lavington,3,2,65000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,3,3,75000,Property24
Westlands,1,2,90000,Property24
Muthaiga North,3,3,230000,Property24
Kilimani,1,2,110000,Property24
Kilimani,3,3,140000,Property24
Kileleshwa,4,3,88000,Property24
Kilimani,3,3,80000,Property24
Kilimani,5,5,250000,Property24
Ngong Rd,2,1,38000,Property24
Lavington,4,5,230000,Property24
Kileleshwa,3,2,80000,Property24
Kileleshwa,2,2,60000,Property24
Riverside,3,4,98000,Property24
Lavington,3,3,100000,Property24
Langata,2,2,41000,Property24
Westlands,3,3,95000,Property24
Kitisuru,4,4,90000,Property24
Kileleshwa,3,3,130000,Property24
Westlands,2,2,160000,Property24
Lavington,3,3,110000,Property24
Kilimani,3,2,70000,Property24
Kileleshwa,2,2,150000,Property24
Ngong Rd,1,2,45000,Property24
Kilimani,2,2,75000,Property24
Lavington,3,3,75000,Property24
Westlands,2,2,140000,Property24
Syokimau,2,1,4000,Property24
Lavington,3,4,105000,Property24
Kilimani,3,4,100000,Property24
Kileleshwa,4,4,230000,Property24
Westlands,1,1,75000,Property24
Westlands,2,2,180000,Property24
Lavington,1,1,120000,Property24
Karen,4,4,300000,Property24
Kileleshwa,3,3,85000,Property24
Riverside,3,3,120000,Property24
Ngong Rd,2,2,50000,Property24
Kilimani,2,2,85000,Property24
Kilimani,2,2,100000,Property24
Peponi,4,4,160000,Property24
Ngong Rd,2,1,55000,Property24
Westlands,2,2,170000,Property24
Kileleshwa,3,3,85000,Property24
Kileleshwa,3,3,80000,Property24
Lavington,3,3,110000,Property24
Westlands,3,3,150000,Property24
Westlands,2,2,85000,Property24
Westlands,2,2,170000,Property24
Parklands,3,3,130000,Property24
Lavington,2,2,120000,Property24
Ngong Rd,2,2,6500000,Property24
Riverside,3,3,130000,Property24
Ngong Rd,2,1,55000,Property24
Kilimani,3,3,110000,Property24
Riverside,3,3,230000,Property24
Kilimani,3,3,90000,Property24
Kileleshwa,2,2,120000,Property24
Lavington,3,3,80000,Property24
Kilimani,3,2,120000,Property24
Westlands,3,3,240000,Property24
Syokimau,3,2,55000,Property24
Kilimani,2,3,80000,Property24
Kileleshwa,3,3,70000,Property24
Riverside,3,3,120000,Property24
Lavington,3,3,80000,Property24
Muthaiga,3,3,200000,Property24
Kileleshwa,2,2,65000,Property24
Lavington,3,3,85000,Property24
Langata,1,1,32500,Property24
Loresho,3,3,85000,Property24
Kileleshwa,3,3,130000,Property24
Riverside,3,3,250000,Property24
Kilimani,3,2,85000,Property24
Lavington,3,3,95000,Property24
Lavington,4,5,90000,Property24
Ngong Rd,1,1,25000,Property24
Lavington,4,4,150000,Property24
Ngong Rd,2,2,55000,Property24
Westlands,4,4,170000,Property24
Kilimani,3,3,100000,Property24
Kileleshwa,2,2,75000,Property24
Westlands,2,3,90000,Property24
Lavington,3,3,95000,Property24
Karen,2,2,35000,Property24
Ngong Rd,2,1,55000,Property24
Westlands,3,3,100000,Property24
Ngong Rd,1,2,45000,Property24
Kileleshwa,3,2,244900,Property24
Lavington,3,2,200000,Property24
Westlands,3,3,130000,Property24
Westlands,3,3,90000,Property24
Kilimani,3,4,130000,Property24
Westlands,3,4,110000,Property24
Lavington,1,1,130000,Property24
Westlands,3,3,100000,Property24
Thome,3,2,90000,Property24
Lavington,3,2,85000,Property24
Westlands,3,2,85000,Property24
Ruaka,1,1,23000,Property24
Westlands,3,3,100000,Property24
Kileleshwa,3,3,65000,Property24
Lavington,3,2,65000,Property24
Westlands,1,1,38000,Property24
Kileleshwa,4,4,140000,Property24
Kileleshwa,2,1,55000,Property24
Kilimani,3,3,98000,Property24
Lavington,3,3,80000,Property24
Lavington,3,3,85000,Property24
Parklands,2,2,150000,Property24
Kilimani,2,2,80000,Property24
Westlands,3,3,300000,Property24
Lavington,3,3,75000,Property24
Woodley,2,2,50000,Property24
Kasarani,2,2,120000,Property24
Kitisuru,2,2,75000,Property24
Woodley,3,2,65000,Property24
Kilimani,3,3,110000,Property24
Kilimani,3,3,75000,Property24
Westlands,3,3,200000,Property24
Kilimani,3,3,70000,Property24
Kilimani,3,3,75000,Property24
Parklands,4,4,280000,Property24
Ngara,3,2,45000,Property24
Kileleshwa,3,4,200000,Property24
Westlands,4,4,180000,Property24
Lavington,4,4,230000,Property24
Kileleshwa,3,3,80000,Property24
Westlands,3,3,90000,Property24
Westlands,4,4,180000,Property24
Langata,2,2,48000,Property24
Riverside,4,3,110000,Property24
Kilimani,3,4,115000,Property24
Ruaka,2,2,30000,Property24
Kilimani,2,2,75000,Property24
Westlands,3,3,130000,Property24
Westlands,2,3,165000,Property24
Lavington,3,3,200000,Property24
Karen,5,5,400000,Property24
Riverside,3,3,130000,Property24
Kilimani,3,2,75000,Property24
Riverside,2,2,110000,Property24
Kilimani,3,3,150000,Property24
Kilimani,2,2,75000,Property24
Kilimani,2,2,70000,Property24
Ruaka,2,2,30000,Property24
Westlands,3,3,200000,Property24
Kileleshwa,3,3,130000,Property24
Lavington,4,4,150000,Property24
Riverside,4,3,110000,Property24
Westlands,3,3,85000,Property24
Kilimani,3,3,190000,Property24
Westlands,2,2,150000,Property24
Kileleshwa,3,1,45000,Property24
Kilimani,4,4,160000,Property24
Kilimani,3,3,100000,Property24
Ruaka,1,1,20000,Property24
Lavington,3,3,90000,Property24
Lavington,3,3,85000,Property24
Lavington,2,2,120000,Property24
Kilimani,3,3,75000,Property24
Ngong Rd,2,2,24000,Property24
Kilimani,2,2,80000,Property24
Westlands,3,3,363000,Property24
Westlands,3,3,130000,Property24
Kilimani,3,4,130000,Property24
Kilimani,2,1,55000,Property24
Lavington,1,1,25000,Property24
Kileleshwa,3,2,85000,Property24
Westlands,3,3,150000,Property24
Kileleshwa,4,4,250000,Property24
Kileleshwa,4,4,100000,Property24
Ngong Rd,2,1,35000,Property24
Kitisuru,3,2,90000,Property24
Kilimani,3,2,75000,Property24
Westlands,2,2,65000,Property24
Lavington,4,3,150000,Property24
Karen,4,4,250000,Property24
Kileleshwa,2,2,60000,Property24
Westlands,2,2,70000,Property24
Lavington,3,3,90000,Property24
Muthaiga,3,3,300000,Property24
Riverside,3,3,175000,Property24
Kileleshwa,4,5,250000,Property24
Kilimani,3,2,80000,Property24
Kileleshwa,2,2,70000,Property24
Loresho,3,3,75000,Property24
Nairobi West,2,2,40000,Property24
Parklands,3,3,175000,Property24
Kilimani,3,4,130000,Property24
Loresho,3,3,85000,Property24
Kilimani,2,2,65000,Property24
Riverside,3,3,160000,Property24
Kilimani,3,4,100000,Property24
Ngong Rd,2,2,40000,Property24
Westlands,1,1,100000,Property24
Westlands,2,2,100000,Property24
Spring Valley,3,3,180000,Property24
Westlands,2,2,65000,Property24
Kileleshwa,3,2,85000,Property24
Westlands,4,4,150000,Property24
Lavington,1,1,6500000,Property24
Westlands,3,3,140000,Property24
Riverside,2,3,77000,Property24
Lavington,4,5,230000,Property24
Kilimani,3,4,130000,Property24
Westlands,3,4,130000,Property24
Riverside,4,3,120000,Property24
Riruta,3,2,55000,Property24
Kileleshwa,3,3,150000,Property24
Lavington,3,3,85000,Property24
Nyayo,3,2,36000,Property24
Lavington,3,3,140000,Property24
Ngong Rd,2,2,65000,Property24
Nyayo,3,2,35000,Property24
Kilimani,3,3,75000,Property24
Kilimani,3,4,180000,Property24
Lavington,4,4,250000,Property24
Westlands,3,3,90000,Property24
Ngong Rd,1,1,45000,Property24
Westlands,2,1,70000,Property24
Langata,3,1,45000,Property24
Westlands,3,4,165000,Property24
Kilimani,2,2,80000,Property24
Riverside,3,3,150000,Property24
Kilimani,3,2,100000,Property24
Kileleshwa,3,2,85000,Property24
Kilimani,3,2,75000,Property24
Westlands,3,4,170000,Property24
Lavington,3,3,110000,Property24
Lavington,4,4,180000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,2,2,8000,Property24
Loresho,3,3,85000,Property24
Syokimau,3,4,60000,Property24
Runda,2,3,280000,Property24
Westlands,3,2,85000,Property24
Lavington,2,2,95000,Property24
Kilimani,3,3,120000,Property24
Westlands,3,2,75000,Property24
Kilimani,3,4,130000,Property24
Kilimani,3,3,85000,Property24
Westlands,4,3,140000,Property24
Kileleshwa,3,4,130000,Property24
Kilimani,3,4,120000,Property24
Westlands,2,2,95000,Property24
Nairobi West,2,1,38000,Property24
Westlands,2,2,150000,Property24
Lavington,4,5,250000,Property24
Kileleshwa,3,3,130000,Property24
Lavington,2,2,90000,Property24
Westlands,3,3,120000,Property24
Kileleshwa,4,1,90000,Property24
Kileleshwa,3,3,150000,Property24
Kileleshwa,4,5,200000,Property24
Westlands,2,2,105000,Property24
Kileleshwa,3,2,100000,Property24
Westlands,4,4,180000,Property24
Kileleshwa,2,2,75000,Property24
Westlands,3,3,180000,Property24
Westlands,4,5,220000,Property24
Kileleshwa,3,3,130000,Property24
Lavington,1,1,180000,Property24
Westlands,3,4,165000,Property24
Kileleshwa,4,4,200000,Property24
Kilimani,4,3,110000,Property24
Kileleshwa,3,3,80000,Property24
Westlands,2,3,100000,Property24
Lavington,3,3,95000,Property24
Lavington,3,3,120000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,4,3,90000,Property24
Kileleshwa,3,2,85000,Property24
Riverside,2,2,75000,Property24
Kilimani,3,4,120000,Property24
Kileleshwa,4,4,300000,Property24
Hurlingham,3,3,180000,Property24
Kileleshwa,3,3,160000,Property24
Kileleshwa,3,3,130000,Property24
Kileleshwa,3,3,130000,Property24
Kilimani,3,4,100000,Property24
Westlands,3,3,360000,Property24
Kilimani,3,3,130000,Property24
Kileleshwa,2,2,240000,Property24
Westlands,3,3,140000,Property24
Rosslyn,3,3,250000,Property24
Kilimani,3,3,120000,Property24
Kileleshwa,1,1,55000,Property24
Kileleshwa,3,3,140000,Property24
Lavington,3,2,150000,Property24
Kileleshwa,3,3,140000,Property24
Parklands,4,4,290000,Property24
Kileleshwa,2,1,65000,Property24
Westlands,3,4,170000,Property24
Langata,1,1,40000,Property24
Westlands,2,1,45000,Property24
Westlands,3,3,85000,Property24
Westlands,2,2,70000,Property24
Ngong Rd,2,2,65000,Property24
Ngong Rd,2,2,33000,Property24
Kilimani,1,1,60000,Property24
Kileleshwa,2,2,120000,Property24
Kilimani,2,2,140000,Property24
Lavington,4,5,250000,Property24
Westlands,4,4,140000,Property24
Kileleshwa,2,2,65000,Property24
Kilimani,4,3,75000,Property24
Riverside,3,3,120000,Property24
Parklands,3,3,170000,Property24
Lavington,4,4,130000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,3,3,130000,Property24
Kileleshwa,3,3,96000,Property24
Lavington,3,3,75000,Property24
Kilimani,1,1,40000,Property24
Riverside,2,2,90000,Property24
Lavington,1,1,130000,Property24
Kitisuru,2,2,75000,Property24
Kilimani,2,2,65000,Property24
Westlands,3,3,110000,Property24
Westlands,1,1,45000,Property24
Westlands,2,2,260000,Property24
Westlands,2,2,190000,Property24
Lavington,3,3,90000,Property24
Kileleshwa,1,1,30000,Property24
Kilimani,3,3,120000,Property24
Karen,4,4,200000,Property24
Langata,3,1,60000,Property24
Loresho,3,3,85000,Property24
Kilimani,3,3,90000,Property24
Lavington,3,4,120000,Property24
Kileleshwa,3,3,120000,Property24
Kileleshwa,1,1,95000,Property24
Kilimani,4,4,150000,Property24
Westlands,3,4,100000,Property24
Westlands,2,2,200000,Property24
Mountain View,2,2,55000,Property24
Westlands,1,1,130000,Property24
Kileleshwa,4,5,180000,Property24
Syokimau,3,2,30000,Property24
Kileleshwa,3,3,75000,Property24
Lavington,1,1,130000,Property24
Lavington,1,1,110000,Property24
Kilimani,1,1,3500,Property24
Kileleshwa,3,3,85000,Property24
Kilimani,2,2,70000,Property24
Kitisuru,2,2,75000,Property24
Lavington,2,2,65000,Property24
South C,3,2,85000,Property24
Ruaka,2,2,40000,Property24
Kilimani,3,2,75000,Property24
Lavington,1,1,55000,Property24
Karen,3,3,150000,Property24
Kileleshwa,2,2,70000,Property24
Westlands,4,4,120000,Property24
Kileleshwa,3,3,85000,Property24
Lavington,2,2,55000,Property24
Westlands,2,2,200000,Property24
Parklands,3,3,190000,Property24
Westlands,1,1,120000,Property24
Ngong Rd,2,2,55000,Property24
Ngong Rd,2,1,24000,Property24
Ngong Rd,3,2,65000,Property24
Parklands,2,2,190000,Property24
Kileleshwa,3,3,85000,Property24
Lavington,3,3,200000,Property24
Westlands,4,4,220000,Property24
Ruaka,3,3,35000,Property24
Karen,1,1,35000,Property24
Kilimani,3,2,95000,Property24
Kileleshwa,3,3,85000,Property24
Kileleshwa,3,3,80000,Property24
Westlands,4,3,300000,Property24
Kileleshwa,1,1,140000,Property24
Kitisuru,2,2,75000,Property24
Kitisuru,3,2,90000,Property24
Langata,2,2,38000,Property24
Lavington,3,3,250000,Property24
Kileleshwa,2,2,80000,Property24
Kileleshwa,3,3,80000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,3,3,100000,Property24
Kilimani,1,1,80000,Property24
Riverside,3,3,115000,Property24
Westlands,3,3,320000,Property24
Kilimani,4,4,140000,Property24
Westlands,2,2,100000,Property24
Kileleshwa,3,3,140000,Property24
Kileleshwa,2,2,120000,Property24
Lavington,3,3,100000,Property24
Lavington,3,3,90000,Property24
Riverside,3,3,95000,Property24
Kilimani,3,2,80000,Property24
Westlands,1,1,85000,Property24
Parklands,3,3,270000,Property24
Kileleshwa,3,2,85000,Property24
Karen,2,1,40000,Property24
Kilimani,4,5,100000,Property24
Lavington,4,4,300000,Property24
Riverside,4,4,100000,Property24
Kilimani,3,3,90000,Property24
Kileleshwa,3,2,65000,Property24
Kilimani,3,3,70000,Property24
Kileleshwa,1,1,140000,Property24
Mbagathi Way,2,2,38500,Property24
Riruta,1,1,21000,Property24
Lavington,3,3,75000,Property24
Westlands,2,2,180000,Property24
Lavington,2,2,150000,Property24
Lavington,5,5,300000,Property24
Riverside,3,3,200000,Property24
Langata,1,1,25000,Property24
Westlands,3,3,155000,Property24
Syokimau,3,4,48000,Property24
Ngong Rd,2,1,40000,Property24
Lavington,3,3,150000,Property24
Kileleshwa,3,3,100000,Property24
Kilimani,2,2,55000,Property24
Kilimani,2,2,150000,Property24
Lavington,1,1,160000,Property24
Kileleshwa,2,2,75000,Property24
Westlands,2,2,183825,Property24
Kitisuru,3,2,90000,Property24
Spring Valley,3,3,190000,Property24
Kilimani,2,2,65000,Property24
Westlands,3,3,150000,Property24
Westlands,3,2,90000,Property24
Kileleshwa,3,3,120000,Property24
Lavington,4,4,170000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,3,3,120000,Property24
Lavington,2,2,65000,Property24
Kitisuru,3,2,90000,Property24
Ruaka,2,3,45000,Property24
Loresho,3,3,85000,Property24
Kilimani,3,3,300000,Property24
Lavington,2,2,180000,Property24
Lavington,4,4,230000,Property24
Kilimani,3,2,110000,Property24
Kilimani,3,2,150000,Property24
Kileleshwa,1,1,65000,Property24
Lavington,3,3,150000,Property24
Kileleshwa,3,4,120000,Property24
Kilimani,3,1,110000,Property24
Kileleshwa,2,2,90000,Property24
Westlands,4,4,130000,Property24
Westlands,3,2,90000,Property24
Syokimau,3,1,35000,Property24
Ngara,3,3,75000,Property24
Lavington,2,2,200000,Property24
Westlands,1,1,40000,Property24
Kileleshwa,2,2,100000,Property24
Kileleshwa,2,2,150000,Property24
Riverside,3,3,230000,Property24
Kileleshwa,2,2,120000,Property24
Lavington,3,3,130000,Property24
Kitisuru,4,4,90000,Property24
Kileleshwa,3,3,70000,Property24
Westlands,2,2,90000,Property24
Westlands,2,3,85000,Property24
Westlands,3,3,400000,Property24
Westlands,1,1,120000,Property24
Riverside,3,4,130000,Property24
Kileleshwa,4,4,170000,Property24
Kilimani,3,4,420000,Property24
Nyari,3,3,280000,Property24
Kilimani,1,2,150000,Property24
Westlands,1,1,100000,Property24
Kilimani,2,2,70000,Property24
Kilimani,2,2,180000,Property24
Kitisuru,3,2,90000,Property24
Kilimani,3,3,150000,Property24
Uthiru,3,2,55000,Property24
Westlands,2,2,180000,Property24
Kilimani,2,2,85000,Property24
Kileleshwa,4,4,130000,Property24
Kilimani,3,3,110000,Property24
Kileleshwa,2,2,150000,Property24
Lavington,2,3,70000,Property24
Westlands,2,3,90000,Property24
Langata,2,2,50000,Property24
Spring Valley,2,2,150000,Property24
Kilimani,3,3,95000,Property24
Kileleshwa,3,3,25000000,Property24
Loresho,2,2,70000,Property24
Rosslyn,2,2,155000,Property24
Ruaka,2,1,38000,Property24
Lavington,3,3,100000,Property24
Westlands,4,4,120000,Property24
Kilimani,3,2,120000,Property24
Ruaka,2,1,30000,Property24
Karen,4,4,400000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,3,2,85000,Property24
Kileleshwa,2,2,85000,Property24
Lavington,3,3,150000,Property24
Kiambu Road,2,2,55000,Property24
Westlands,1,1,1400,Property24
Kilimani,2,2,170000,Property24
Lavington,3,3,150000,Property24
Kilimani,3,4,280000,Property24
Kileleshwa,3,3,80000,Property24
Kilimani,4,5,100000,Property24
Westlands,3,3,200000,Property24
Westlands,3,3,100000,Property24
Riverside,3,3,250000,Property24
Kileleshwa,2,1,80000,Property24
Riverside,3,4,160000,Property24
Lavington,3,3,76000,Property24
Westlands,2,3,95000,Property24
Karen,2,2,60000,Property24
Lavington,3,4,100000,Property24
Westlands,2,2,230000,Property24
Kilimani,3,4,120000,Property24
Kileleshwa,2,2,90000,Property24
Thigiri,2,2,100000,Property24
Peponi,3,3,350000,Property24
Ngong Rd,1,1,30000,Property24
Lavington,3,3,86000,Property24
Kileleshwa,1,1,140000,Property24
Kilimani,3,2,120000,Property24
Kilimani,3,3,85000,Property24
Kilimani,1,2,160000,Property24
Kilimani,2,2,65000,Property24
Westlands,4,4,130000,Property24
Nairobi West,1,1,30000,Property24
Westlands,3,3,130000,Property24
Kileleshwa,2,1,90000,Property24
Riverside,3,3,150000,Property24
Kilimani,3,3,110000,Property24
Lavington,3,3,120000,Property24
Kileleshwa,2,2,200000,Property24
Westlands,2,2,400000,Property24
Westlands,1,1,5000,Property24
Westlands,4,4,160000,Property24
Kitisuru,3,2,90000,Property24
Westlands,3,3,150000,Property24
Loresho,3,3,85000,Property24
Parklands,3,4,90000,Property24
Kileleshwa,2,2,120000,Property24
Lavington,3,3,85000,Property24
Westlands,2,2,110000,Property24
Lavington,2,2,90000,Property24
Westlands,3,3,170000,Property24
Kilimani,3,3,85000,Property24
Lavington,4,3,130000,Property24
Westlands,2,2,75000,Property24
Kileleshwa,2,3,90000,Property24
Kileleshwa,3,3,130000,Property24
Kileleshwa,3,3,185000,Property24
Parklands,3,3,90000,Property24
Westlands,2,2,150000,Property24
Kilimani,3,3,150000,Property24
Kilimani,3,3,110000,Property24
Westlands,2,2,160000,Property24
Kilimani,3,3,120000,Property24
Kileleshwa,2,2,65000,Property24
Kileleshwa,3,3,100000,Property24
Westlands,2,2,100000,Property24
Westlands,4,4,450000,Property24
Lavington,3,3,120000,Property24
Muthaiga,4,5,280000,Property24
Kilimani,3,4,110000,Property24
Kileleshwa,3,3,140000,Property24
Kileleshwa,3,4,140000,Property24
Westlands,3,3,130000,Property24
Parklands,3,3,140000,Property24
Parklands,3,3,250000,Property24
Langata,1,1,25000,Property24
Kileleshwa,2,2,65000,Property24
Parklands,3,3,140000,Property24
Lavington,4,5,230000,Property24
Valley Arcade,5,4,230000,Property24
Kilimani,3,2,200000,Property24
Syokimau,2,3,33000,Property24
Kitisuru,4,4,17000000,Property24
Lavington,4,4,170000,Property24
Riverside,4,4,280000,Property24
Westlands,2,2,140000,Property24
Kileleshwa,2,2,85000,Property24
Lavington,3,2,110000,Property24
Kilimani,3,2,15000,Property24
Riverside,3,3,200000,Property24
Westlands,3,3,130000,Property24
Kilimani,3,3,110000,Property24
Kilimani,3,3,150000,Property24
Parklands,3,3,130000,Property24
Lavington,2,3,260000,Property24
South B,1,1,23000,Property24
Kileleshwa,2,2,75000,Property24
Parklands,5,4,100000,Property24
Langata,3,1,55000,Property24
Parklands,3,3,110000,Property24
Parklands,2,2,175000,Property24
Riverside,3,3,230000,Property24
Kileleshwa,4,4,200000,Property24
Kitisuru,1,1,200000,Property24
Nyari,2,3,168000,Property24
Ngong Rd,1,1,40000,Property24
Riverside,3,3,200000,Property24
Westlands,3,3,85000000,Property24
Kilimani,3,2,75000,Property24
Katani,2,3,33000,Property24
Parklands,3,3,250000,Property24
Westlands,3,3,180000,Property24
Syokimau,3,4,45000,Property24
Riverside,3,2,170000,Property24
Kilimani,3,2,90000,Property24
Kilimani,1,1,135000,Property24
Lavington,3,3,110000,Property24
Langata,2,1,45000,Property24
Westlands,2,2,85000,Property24
Kileleshwa,3,4,120000,Property24
Westlands,4,4,130000,Property24
Riverside,4,3,100000,Property24
Ngong Rd,2,2,210000,Property24
Karen,2,3,90000,Property24
Westlands,4,4,130000,Property24
Kilimani,2,2,240000,Property24
Kitisuru,2,2,75000,Property24
Kileleshwa,3,3,70000,Property24
Riverside,3,3,165000,Property24
Lavington,2,2,115000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,3,4,220000,Property24
Spring Valley,4,4,150000,Property24
Kileleshwa,5,5,250000,Property24
Riverside,3,3,165000,Property24
Riruta,3,3,15000,Property24
Lavington,1,1,60000,Property24
Westlands,3,3,160000,Property24
Kileleshwa,3,3,75000,Property24
Riverside,2,2,100000,Property24
Riverside,3,4,150000,Property24
Westlands,3,3,130000,Property24
Lavington,3,3,120000,Property24
Westlands,3,3,120000,Property24
Lavington,4,4,170000,Property24
Westlands,3,2,85000,Property24
Kileleshwa,3,3,180000,Property24
Westlands,4,4,150000,Property24
Kilimani,4,5,350000,Property24
Lavington,3,3,75000,Property24
Westlands,3,3,80000,Property24
Kileleshwa,3,3,150000,Property24
Kileleshwa,3,3,100000,Property24
Westlands,4,4,150000,Property24
Westlands,4,3,120000,Property24
Kileleshwa,3,3,110000,Property24
Kileleshwa,3,3,140000,Property24
Kitisuru,2,2,75000,Property24
Kilimani,3,6,15000,Property24
Westlands,1,1,1900,Property24
Kileleshwa,1,1,145000,Property24
Kilimani,3,2,200000,Property24
Kileleshwa,3,2,85000,Property24
Kileleshwa,3,2,85000,Property24
Ngong Rd,2,2,65000,Property24
Parklands,3,3,120000,Property24
Kilimani,3,2,130000,Property24
Westlands,2,2,100000,Property24
Riverside,3,1,300000,Property24
Ngong Rd,2,2,55000,Property24
Kilimani,3,3,120000,Property24
Lower Kabete,4,4,150000,Property24
Westlands,2,3,70000,Property24
Nairobi West,1,1,30000,Property24
Kileleshwa,3,3,130000,Property24
Riverside,2,2,150000,Property24
Kileleshwa,3,3,130000,Property24
Langata,2,1,45000,Property24
Riverside,3,3,200000,Property24
Kitisuru,4,4,90000,Property24
Lavington,3,2,100000,Property24
Kileleshwa,2,2,75000,Property24
Kilimani,2,2,130000,Property24
Kitisuru,2,2,75000,Property24
Runda,4,4,300000,Property24
Lavington,2,2,80000,Property24
Lavington,2,3,85000,Property24
Westlands,3,4,150000,Property24
Westlands,2,2,150000,Property24
Lavington,1,1,45000,Property24
Parklands,3,2,60000,Property24
Kileleshwa,1,1,100000,Property24
Lavington,3,2,75000,Property24
Kilimani,3,4,160000,Property24
Westlands,3,3,165000,Property24
Kileleshwa,4,5,180000,Property24
Lavington,4,4,250000,Property24
Kileleshwa,4,5,350000,Property24
Kileleshwa,3,3,110000,Property24
Lavington,2,2,120000,Property24
Kileleshwa,1,1,45000,Property24
Riverside,2,2,70000,Property24
Kilimani,3,4,160000,Property24
Karen,5,5,450000,Property24
Parklands,3,2,90000,Property24
Ngong Rd,2,1,30000,Property24
Westlands,2,2,65000,Property24
Lavington,2,2,80000,Property24
Kileleshwa,2,2,100000,Property24
Kileleshwa,2,2,75000,Property24
Lavington,2,2,120000,Property24
Kitisuru,2,2,75000,Property24
Riverside,3,3,190000,Property24
Ngong Rd,1,1,19000,Property24
Kilimani,2,3,90000,Property24
Westlands,1,1,120000,Property24
Lavington,3,4,120000,Property24
Langata,1,1,22000,Property24
Kilimani,3,2,110000,Property24
Kitisuru,3,2,90000,Property24
Kilimani,2,2,65000,Property24
Kileleshwa,2,2,100000,Property24
Kitisuru,2,2,75000,Property24
Westlands,3,4,180000,Property24
Runda,2,2,180000,Property24
Kilimani,1,1,50000,Property24
Westlands,3,3,170000,Property24
Westlands,2,2,150000,Property24
South B,1,1,20000,Property24
Kitisuru,4,4,90000,Property24
Kileleshwa,3,3,220000,Property24
Kilimani,3,4,150000,Property24
Westlands,1,1,100000,Property24
Kileleshwa,4,5,180000,Property24
Riverside,3,4,120000,Property24
Kileleshwa,3,2,85000,Property24
Kileleshwa,5,4,130000,Property24
Kilimani,3,3,150000,Property24
Kileleshwa,3,3,100000,Property24
Ruaka,3,3,20000,Property24
Kitisuru,2,2,1700,Property24
Langata,3,1,45000,Property24
Westlands,3,4,190000,Property24
Valley Arcade,3,3,120000,Property24
Westlands,3,3,130000,Property24
Westlands,3,4,150000,Property24
Kileleshwa,4,4,170000,Property24
Parklands,2,1,45000,Property24
Lavington,3,3,70000,Property24
Utawala,2,1,10000,Property24
Mountain View,3,2,55000,Property24
Kilimani,3,3,110000,Property24
Spring Valley,3,3,120000,Property24
Kileleshwa,2,2,80000,Property24
Kilimani,3,2,90000,Property24
Westlands,2,1,60000,Property24
Westlands,3,2,140000,Property24
Kilimani,2,1,85000,Property24
Westlands,3,3,140000,Property24
Lower Kabete,1,1,15000,Property24
Kileleshwa,3,2,65000,Property24
