bathrooms,bedrooms,external_features,internal_features,location,nearby,price,title
2,3,"Balcony,CCTV,Electric Fence,Parking,Lift/Elevator,Wheelchair Access","Fibre Internet,En Suite",Komarock,"Bus Stop,Shopping Centre,Hospital,School",40000,3 Bed Apartment with En Suite at Komarock
3,3,"Lift/Elevator,Swimming Pool,Parking","Walk In Closet,En Suite","Riverside, Westlands",,150000,3 Bed Apartment with En Suite in Riverside
3,3,"Balcony,CCTV,Electric Fence,Lift/Elevator,Swimming Pool,Parking","Backup Generator,En Suite,Walk In Closet",Kileleshwa,,150000,3 Bed Apartment with En Suite in Kileleshwa
2,2,"Electric Fence,CCTV,BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Garden,Gym","Alarm,Serviced,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",160000,Serviced 2 Bed Apartment with En Suite in Westlands Area
1,1,"Balcony,CCTV,Electric Fence,BBQ,Garden,Gym,Parking,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Walk In Closet",Lavington,"Bus Stop,Golf Course,Scenic View,Hospital,School,Shopping Centre",180000,Serviced 1 Bed Apartment with En Suite in Lavington
1,1,"Balcony,BBQ,Parking,Lift/Elevator,Swimming Pool,CCTV,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Service Charge Included,Serviced,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Lavington,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",120000,Serviced 1 Bed Apartment with En Suite in Lavington
3,2,"Garden,Electric Fence,CCTV,BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Gym","Backup Generator,Alarm,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Furnished","Rhapta Road, Westlands","Scenic View,School,Hospital,Golf Course,Bus Stop,Shopping Centre",200000,Furnished 2 Bed Apartment with En Suite in Rhapta Road
4,3,"Garden,Lift/Elevator,Parking",,Kilimani,Shopping Centre,140000,3 Bed Apartment with Lift in Kilimani
3,3,"Electric Fence,Swimming Pool,CCTV,Parking,Lift/Elevator,Balcony,Gym","Service Charge Included,Backup Generator,En Suite,Walk In Closet","kileleshwa, Kileleshwa",,150000,3 Bed Apartment with En Suite at Kileleshwa
3,3,"Garden,Electric Fence,CCTV","En Suite,Furnished,Alarm,Backup Generator","Brookside, Westlands",,250000,Furnished 3 Bed Apartment with En Suite in Brookside
4,4,"Balcony,BBQ,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Alarm,Service Charge Included,Walk In Closet,Fibre Internet","General mathenge, General Mathenge, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",165000,4 Bed Apartment with En Suite at General Mathenge
3,3,"Balcony,Parking,CCTV,Electric Fence,Garden","Alarm,Furnished,Walk In Closet,Service Charge Included,Backup Generator,En Suite","Westlands Area, Westlands","Bus Stop,Hospital,School,Shopping Centre",120000,Furnished 3 Bed Apartment with En Suite in Westlands Area
2,2,"Balcony,BBQ,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet,Serviced","Kilimani, Kilimani near yaya","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",150000,Serviced 2 Bed Apartment with En Suite at Kilimani
2,1,"Balcony,BBQ,CCTV,Electric Fence,Swimming Pool,Parking,Lift/Elevator,Garden,Gym,Wheelchair Access","En Suite,Fibre Internet,Service Charge Included,Backup Generator,Alarm","Garden City, Thika Road","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",69000,1 Bed Apartment with En Suite at Garden City
2,3,"Balcony,Garden,Parking","Service Charge Included,Walk In Closet,En Suite,Backup Generator","Riara Road, Kilimani","Bus Stop,School",90000,3 Bed Apartment with En Suite at Riara Road
2,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced",Kilimani,"Bus Stop,Hospital,School",250000,Serviced 3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included","Garden City, Thika Road","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",99000,2 Bed Apartment with En Suite at Garden City
2,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included","Garden City, Thika Road","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",89000,2 Bed Apartment with En Suite at Garden City
3,3,"Balcony,Lift/Elevator,BBQ,Parking,CCTV,Swimming Pool,Electric Fence,Wheelchair Access,Garden,Gym","Backup Generator,En Suite,Fibre Internet,Service Charge Included,Alarm","Garden City, Thika Road","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",115000,3 Bed Apartment with En Suite at Garden City
2,3,"Balcony,CCTV,Electric Fence,Garden,Parking","En Suite,Service Charge Included","githunguri road, Kileleshwa","Bus Stop,Hospital,School,Shopping Centre",68000,3 Bed Apartment with En Suite at Githunguri Road
1,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Alarm,Aircon,Furnished,Serviced,Service Charge Included","Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",130000,Serviced 1 Bed Apartment with En Suite in Westlands Area
4,3,"Electric Fence,Wheelchair Access,Parking","En Suite,Walk In Closet,Service Charge Included","nyali, Nyali Area, Nyali","School,Shopping Centre,Hospital",72500,3 Bed Apartment with En Suite at Nyali
2,3,"CCTV,Balcony,Swimming Pool,Parking,Electric Fence","En Suite,Walk In Closet,Service Charge Included",Kilimani,,85000,3 Bed Apartment with En Suite at Kilimani
1,1,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Gym","Backup Generator,Service Charge Included,Fibre Internet,Furnished","Riverside, Westlands",Shopping Centre,130000,Furnished 1 Bed Apartment with Swimming Pool in Riverside
3,3,"Balcony,Swimming Pool,Parking,Lift/Elevator,Electric Fence,Gym,CCTV","Alarm,Backup Generator,En Suite,Service Charge Included",Kileleshwa,"Bus Stop,Hospital,School,Shopping Centre",110000,3 Bed Apartment with En Suite in Kileleshwa
2,2,"Balcony,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,CCTV,BBQ","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Aircon","Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,Shopping Centre,School",160000,Serviced 2 Bed Apartment with En Suite in Westlands Area
3,3,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Serviced,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Service Charge Included","Westlands Area, Westlands","Golf Course,Bus Stop,Shopping Centre,Hospital,Scenic View,School",220000,Serviced 3 Bed Apartment with En Suite in Westlands Area
3,3,"Balcony,Electric Fence,Parking","Backup Generator,En Suite,Fibre Internet,Service Charge Included","Waiyaki way, Loresho, Westlands",Scenic View,65000,3 Bed Apartment with En Suite at Waiyaki Way
3,3,"Gym,Garden,Electric Fence,CCTV,Swimming Pool,Parking,Lift/Elevator,Balcony","Serviced,Service Charge Included,Walk In Closet,Backup Generator,Alarm,En Suite,Fibre Internet,Furnished","Lowe kabete, Spring Valley, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,Shopping Centre",350000,Serviced 3 Bed Apartment with En Suite at Lowe Kabete
3,3,"Balcony,CCTV,Garden,Lift/Elevator,Swimming Pool,Parking,Gym,Electric Fence","Backup Generator,Aircon,Fibre Internet,Walk In Closet,Alarm,En Suite","Nyali Area, Nyali","Bus Stop,Hospital,School,Scenic View,Golf Course",90000,3 Bed Apartment with En Suite in Nyali Area
3,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Gated Community","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Church Road, Rhapta Road, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",250000,Serviced 3 Bed Apartment with En Suite at Church Road
2,2,"Balcony,Lift/Elevator,Parking,Swimming Pool,CCTV,Electric Fence,Gym","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Kitale lane, Kilimani","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",200000,Furnished 2 Bed Apartment with En Suite at Kitale Lane
2,2,,"Furnished,Serviced","Wood Avenue, Kilimani",,250000,Serviced 2 Bed Apartment at Wood Avenue
3,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included","Nyali, Nyali Area","Bus Stop,Golf Course,Hospital,Scenic View,School,Sea View,Shopping Centre",185000,Furnished 2 Bed Apartment with En Suite at Nyali
2,2,,"Furnished,Serviced","Brookside Gardens, Brookside, Westlands",,230000,Serviced 2 Bed Apartment at Brookside Gardens
4,3,"Wheelchair Access,Swimming Pool,Parking,Lift/Elevator,Gym,Garden,Electric Fence,CCTV,BBQ,Balcony","Walk In Closet,Service Charge Included,Furnished,Fibre Internet,En Suite,Backup Generator,Alarm,Aircon","Nyali Area, Nyali","Shopping Centre,Sea View,School,Scenic View,Hospital,Golf Course,Bus Stop",300000,Furnished 3 Bed Apartment with En Suite in Nyali Area
2,2,"Balcony,CCTV,Electric Fence","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included","Gitanga road, Valley Arcade","School,Shopping Centre",70000,2 Bed Apartment with En Suite at Gitanga Road
1,1,"CCTV,Electric Fence,Gym,Lift/Elevator,Parking","Backup Generator,Fibre Internet,Furnished,En Suite,Service Charge Included,Walk In Closet","Near yaya, Kilimani","Bus Stop,Hospital,Scenic View,School,Shopping Centre",120000,Furnished 1 Bed Apartment with En Suite at Near Yaya
1,2,"CCTV,Electric Fence,Garden,Balcony,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Furnished,Fibre Internet,Walk In Closet,Service Charge Included","Panafrican Insurance Avenue, Runda, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",160000,Furnished 2 Bed Apartment with En Suite at Panafrican Insurance Avenue
3,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Backup Generator,En Suite,Service Charge Included,Walk In Closet",Kilimani,,120000,3 Bed Apartment with En Suite in Kilimani
4,3,"Swimming Pool,Parking,Lift/Elevator,Gym,Wheelchair Access,Garden,Electric Fence,CCTV,BBQ,Balcony","Alarm,Backup Generator,Walk In Closet,Service Charge Included,Fibre Internet,En Suite","Nyali Area, Nyali","School,Scenic View,Hospital,Golf Course,Bus Stop,Sea View,Shopping Centre",120000,3 Bed Apartment with En Suite in Nyali Area
4,2,"Balcony,CCTV,Electric Fence,Parking,Lift/Elevator,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included",Kilimani,"Bus Stop,Hospital,School,Shopping Centre",80000,2 Bed Apartment with En Suite in Kilimani
2,2,"CCTV,Electric Fence,Garden,Gym,Parking,BBQ,Lift/Elevator,Balcony","Walk In Closet,En Suite,Fibre Internet,Backup Generator,Service Charge Included",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",160000,2 Bed Apartment with En Suite in Kileleshwa
4,4,"CCTV,Parking,Swimming Pool,Balcony,Lift/Elevator,Electric Fence,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","Gitanga road, Lavington","Hospital,School",130000,4 Bed Apartment with En Suite at Gitanga Road
3,3,"Gym,Garden,Electric Fence,CCTV,Parking,Swimming Pool,Wheelchair Access,Lift/Elevator,Balcony,BBQ","Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet","Rhapta rd, Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Scenic View,Hospital,School",250000,3 Bed Apartment with En Suite at Rhapta Rd
2,2,"CCTV,Parking,Electric Fence","Alarm,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet","Riverside drive, Westlands Area, Westlands",Scenic View,70000,2 Bed Apartment with En Suite at Riverside Drive
2,2,"Balcony,Lift/Elevator,Parking,CCTV,Electric Fence,Gym","Service Charge Included,Alarm,Backup Generator,En Suite,Fibre Internet","Mandera road, Kileleshwa",Shopping Centre,65000,2 Bed Apartment with En Suite at Mandera Road
3,2,"Balcony,CCTV,Electric Fence,BBQ,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,Alarm,En Suite,Fibre Internet,Furnished,Serviced,Walk In Closet","Wood avenue, Kilimani","Bus Stop,Hospital,Scenic View,School,Shopping Centre",8000,Serviced 2 Bed Apartment with En Suite at Wood Avenue
1,2,"Balcony,Parking,CCTV",,Ruaka,"Bus Stop,Hospital,School,Shopping Centre",28000,2 Bed Apartment with Parking at Ruaka
2,2,"Electric Fence,CCTV,Parking,Balcony,Lift/Elevator","Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet","Waiyaki way, Mountain View, Westlands","Shopping Centre,Scenic View",55000,2 Bed Apartment with En Suite at Waiyaki Way
2,3,"Balcony,Parking,CCTV,Electric Fence","Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet","Kindaruma road, Kilimani","Shopping Centre,Scenic View",80000,3 Bed Apartment with En Suite at Kindaruma Road
3,3,"Electric Fence,Parking,Garden","En Suite,Backup Generator,Fibre Internet,Furnished","Westlands Area, Westlands","School,Hospital,Shopping Centre",300000,Furnished 3 Bed Apartment with En Suite in Westlands Area
3,3,"CCTV,Electric Fence,Parking","Serviced,Backup Generator,En Suite,Fibre Internet,Furnished","Spring Valley, Westlands","Shopping Centre,Hospital,School",367350,Serviced 3 Bed Apartment with En Suite in Spring Valley
1,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced","Westlands Area, Westlands","Hospital,Scenic View,Sea View,School,Shopping Centre",150000,Serviced 1 Bed Apartment with En Suite in Westlands Area
3,2,,,Kileleshwa,,110000,2 Bed Apartment in Kileleshwa
1,1,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Service Charge Included",Lavington,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",65000,1 Bed Apartment with En Suite in Lavington
2,3,"Swimming Pool,Lift/Elevator",,Madaraka,,65000,3 Bed Apartment with Swimming Pool in Madaraka
4,3,"Balcony,Lift/Elevator,BBQ,Parking,CCTV,Electric Fence,Garden","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet","Westlands Area, Westlands","Bus Stop,Scenic View,School,Shopping Centre",250000,Furnished 3 Bed Apartment with En Suite in Westlands Area
2,2,"Gym,Electric Fence,Swimming Pool,CCTV,Parking,Lift/Elevator,Balcony","Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet","Mbaazi avenue, Lavington","Shopping Centre,School,Hospital",70000,2 Bed Apartment with En Suite at Mbaazi Avenue
3,3,"CCTV,Garden,Lift/Elevator,Swimming Pool,Parking,Gym,Electric Fence","Alarm,En Suite,Furnished,Walk In Closet,Fibre Internet,Backup Generator","Nyali Area, Nyali","School,Hospital,Bus Stop,Scenic View",100000,Furnished 3 Bed Apartment with En Suite in Nyali Area
3,3,"Balcony,Lift/Elevator,BBQ,Parking,Swimming Pool,CCTV,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Backup Generator,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Hospital,Golf Course,Bus Stop,Shopping Centre,Scenic View,School",280000,Furnished 3 Bed Apartment with En Suite in Westlands Area
1,2,"Balcony,Electric Fence,CCTV","Fibre Internet,Furnished,Serviced,Service Charge Included,Backup Generator","Ojijo Road, Ojijo 32, Parklands, Westlands","Hospital,Bus Stop,Shopping Centre",140000,Serviced 2 Bed Apartment with Backup Generator at Ojijo Road
3,3,"Balcony,BBQ,CCTV,Swimming Pool,Parking,Lift/Elevator,Electric Fence,Wheelchair Access,Garden,Gym","Alarm,Backup Generator,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,Golf Course,Scenic View,School",250000,Furnished 3 Bed Apartment with En Suite in Westlands Area
2,2,"Balcony,BBQ,Electric Fence,Garden,Parking","En Suite,Fibre Internet","Nyali Area, Nyali","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre,Sea View",45000,2 Bed Apartment with En Suite in Nyali Area
1,1,"CCTV,Electric Fence,Garden,Wheelchair Access,Parking","Backup Generator,Furnished,Fibre Internet,Service Charge Included,Serviced","Ojijo Road, Ojijo 32, Parklands, Westlands","Hospital,School,Bus Stop,Shopping Centre",100000,Serviced 1 Bed Apartment with Backup Generator at Ojijo Road
4,3,"Lift/Elevator,Garden,Electric Fence,CCTV,BBQ,Balcony,Wheelchair Access,Swimming Pool,Parking","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included","Nyali Area, Nyali","Shopping Centre,Sea View,School,Scenic View,Hospital,Golf Course,Bus Stop",300000,Furnished 3 Bed Apartment with En Suite in Nyali Area
2,2,"Balcony,BBQ,Parking,Lift/Elevator,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Serviced,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kilimani,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",160000,Serviced 2 Bed Apartment with En Suite in Kilimani
1,1,"Balcony,Electric Fence,Gym,Swimming Pool,Parking,Lift/Elevator,BBQ,CCTV,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Serviced",Kiambu Road,"Bus Stop,Hospital,Scenic View,School,Shopping Centre,Golf Course",100000,Serviced 1 Bed Apartment with En Suite in Kiambu Road
1,1,"Balcony,BBQ,Parking,CCTV,Swimming Pool,Electric Fence,Wheelchair Access,Garden,Gym","Aircon,Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Off Ruaka Rd, 2, Runda, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",150000,Furnished 1 Bed Apartment with En Suite at Off Ruaka Rd
2,2,"Balcony,Garden,Electric Fence,Parking","En Suite,Fibre Internet","Fourways Junction Estate, Kiambu Road",Scenic View,56600,2 Bed Apartment with En Suite at Fourways Junction Estate
2,2,"Lift/Elevator,Parking,CCTV",Backup Generator,"Westlands Area, Westlands","Shopping Centre,Bus Stop",200000,2 Bed Apartment with Backup Generator in Westlands Area
3,2,"CCTV,Balcony,Lift/Elevator,Gym,Parking,Electric Fence","Alarm,Backup Generator,Service Charge Included,Furnished,En Suite,Fibre Internet","Brookside, Westlands","Bus Stop,School,Shopping Centre",220000,Furnished 2 Bed Apartment with En Suite in Brookside
3,3,"Balcony,CCTV,Electric Fence,Parking","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included",Kilimani,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",245000,Furnished 3 Bed Apartment with En Suite in Kilimani
4,3,"Balcony,Gym,Lift/Elevator,CCTV,Parking,Electric Fence,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Walk In Closet,Service Charge Included","Nyali, Nyali Area","Hospital,School",100000,3 Bed Apartment with En Suite in Nyali Area
3,3,"Balcony,Electric Fence,Parking,Lift/Elevator","Backup Generator,En Suite,Service Charge Included,Walk In Closet","Dennis Pritt, Kilimani","Shopping Centre,School",189000,3 Bed Apartment with En Suite at Dennis Pritt
3,3,"Balcony,Lift/Elevator,Parking,Electric Fence,Garden","Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet","Dennis Pritt, Kilimani","Shopping Centre,School",289000,Furnished 3 Bed Apartment with En Suite at Dennis Pritt
3,3,"Balcony,Lift/Elevator,Parking,BBQ,CCTV,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym,Borehole,Gated Community","Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included,Serviced,Alarm,Aircon","Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",280000,Serviced 3 Bed Apartment with En Suite in Westlands Area
3,3,"CCTV,Parking,Lift/Elevator,Electric Fence,Swimming Pool,Wheelchair Access","Alarm,Service Charge Included,Backup Generator,En Suite,Walk In Closet","Nyali, Nyali Area",,80000,3 Bed Apartment with En Suite in Nyali Area
2,2,"Gym,Electric Fence,CCTV,Balcony,Lift/Elevator,Parking,Swimming Pool","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Dennis Pritt, Kilimani","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",200000,Furnished 2 Bed Apartment with En Suite at Dennis Pritt
2,2,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool","Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included,Serviced",Lavington,,180000,Serviced 2 Bed Apartment with En Suite in Lavington
4,4,"Parking,Swimming Pool,Balcony,CCTV,Electric Fence","En Suite,Service Charge Included,Walk In Closet","riverside, Riverside, Westlands",,110000,4 Bed Apartment with En Suite at Riverside
4,3,"Balcony,BBQ,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included","Nyali Area, Nyali","Shopping Centre,Sea View,School,Scenic View,Hospital,Golf Course,Bus Stop",181000,3 Bed Apartment with En Suite in Nyali Area
3,3,"Balcony,CCTV,Garden,Lift/Elevator,Swimming Pool,Parking,Gym,Electric Fence","Aircon,Backup Generator,Fibre Internet,Walk In Closet,Service Charge Included,En Suite,Alarm","Nyali Area, Nyali","School,Hospital,Scenic View,Bus Stop",108000,3 Bed Apartment with En Suite in Nyali Area
4,3,"Balcony,Gym,Lift/Elevator,Parking,Swimming Pool","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet","Tudor, Mombasa Island","Scenic View,Hospital,Golf Course,Bus Stop,Sea View,School",70000,3 Bed Apartment with En Suite in Tudor
3,2,"Balcony,Gym,Lift/Elevator,BBQ,CCTV,Parking,Swimming Pool,Electric Fence,Garden","Backup Generator,Service Charge Included,Walk In Closet,En Suite,Fibre Internet,Serviced,Alarm,Aircon,Furnished","Nyali Area, Nyali","Bus Stop,Scenic View,School,Sea View",15000,Serviced 2 Bed Apartment with En Suite in Nyali Area
4,3,"Parking,Gym,Electric Fence,Garden,Balcony,CCTV,Lift/Elevator,Swimming Pool","Alarm,Backup Generator,Fibre Internet,Walk In Closet,En Suite","Nyali Area, Nyali","Scenic View,School,Hospital,Bus Stop",100000,3 Bed Apartment with En Suite in Nyali Area
3,3,"Balcony,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite","Links Road, Near Nyali Police, Nyali Area, Nyali","Bus Stop,Golf Course,Hospital,Scenic View,School,Sea View,Shopping Centre",120000,3 Bed Apartment with En Suite at Links Road
3,3,"Balcony,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included","Lavington, 047","Bus Stop,Hospital,Scenic View,School,Shopping Centre",240000,Serviced 3 Bed Apartment with En Suite at Lavington
2,2,"Parking,Electric Fence,CCTV","Alarm,Fibre Internet,Backup Generator,En Suite","limuru road, Ruaka","Bus Stop,Shopping Centre,Hospital,School,Scenic View",27000,2 Bed Apartment with En Suite at Limuru Road
2,2,"Gym,Garden,Electric Fence,CCTV,Swimming Pool,Wheelchair Access,Parking,BBQ,Balcony,Lift/Elevator","Service Charge Included,Serviced,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands",,150000,Serviced 2 Bed Apartment with En Suite in Westlands Area
2,3,"Balcony,CCTV,Electric Fence,Garden,Wheelchair Access,Parking,Lift/Elevator","Alarm,Fibre Internet,Service Charge Included","Makongeni, Thika",,25000,3 Bed Apartment with Lift at Makongeni
2,2,"CCTV,BBQ,Balcony,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Electric Fence,Garden,Gym","Alarm,Serviced,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished",Lavington,,200000,Serviced 2 Bed Apartment with En Suite in Lavington
3,3,"Gym,Garden,Electric Fence,Balcony,Lift/Elevator,Parking,BBQ,CCTV,Swimming Pool,Wheelchair Access,Staff Quarters,Kids Play Area,Gated Community","Serviced,Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",280000,Serviced 3 Bed Apartment with En Suite in Westlands Area
3,3,"Electric Fence,CCTV,BBQ,Balcony,Garden,Parking,Swimming Pool,Wheelchair Access","En Suite,Fibre Internet,Service Charge Included","Nyali Area, Nyali","School,Scenic View,Hospital,Golf Course,Bus Stop,Sea View,Shopping Centre",80000,3 Bed Apartment with En Suite in Nyali Area
1,1,"BBQ,CCTV,Electric Fence,Wheelchair Access,Parking,Lift/Elevator","Alarm,Backup Generator,Fibre Internet,Walk In Closet",Ruaka,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",35000,1 Bed Apartment with Backup Generator in Ruaka
1,2,,"Alarm,Service Charge Included","Chambers, 1, Ngara","School,Hospital,Shopping Centre,Bus Stop",40000,2 Bed Apartment at Chambers
2,2,"Balcony,BBQ,CCTV,Parking,Electric Fence,Garden","Alarm,En Suite,Fibre Internet,Walk In Closet",Ruaka,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",35000,2 Bed Apartment with En Suite in Ruaka
3,3,"Balcony,Lift/Elevator,Parking,Swimming Pool,Electric Fence,CCTV","En Suite,Walk In Closet,Service Charge Included,Backup Generator","kilimani, Kilimani",,100000,3 Bed Apartment with En Suite at Kilimani
4,4,,,"Riverside Drive, Riverside, Westlands",,270000,4 Bed Apartment at Riverside Drive
2,2,"Balcony,CCTV,Electric Fence,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access","Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included",Kileleshwa,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite in Kileleshwa
